utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['Sie', 'sehen', 'heute', ':'];Sie sehen heute:;[];[];False;False;Hermann Otto Solms;männlich;FDP;BT_19_236.xml;[];Interrupted
['Da', 'wir', 'einen', 'Klimawandel', 'haben', ',', 'müssen', 'wir', ',', 'neben', 'der', 'Frage', 'der', 'Hilfe', 'für', 'die', 'akut', 'Betroffenen', ',', 'auch', 'denen', ',', 'die', 'in', 'Zukunft', 'betroffen', 'sein', 'könnten', ',', 'klarmachen', ':'];Da wir einen Klimawandel haben, müssen wir, neben der Frage der Hilfe für die akut Betroffenen, auch denen, die in Zukunft betroffen sein könnten, klarmachen:;[];[];False;False;Otto Fricke;männlich;FDP;BT_19_238.xml;[];Interrupted
"['was', 'in', 'dieser', 'Sache', 'stattgefunden', 'hat', ';']";"was in dieser Sache stattgefunden hat;";[];[];False;False;Florian Toncar;männlich;FDP;BT_19_237.xml;[];Interrupted
['Hier', 'muss', 'das', 'Mandat', 'endlich', 'der', 'Realität', 'angepasst', 'werden', '.'];Hier muss das Mandat endlich der Realität angepasst werden.;[];[];False;False;Katja Keul;weiblich;GRUENE;BT_19_236.xml;['Demand'];True
"['Und', 'deshalb', 'fordern', 'wir', 'als', 'AfD', 'in', 'unserem', 'Antrag', 'die', 'Senkung', 'der', 'Stromsteuer', 'auf', 'das', 'EU-Minimum', ';']";"Und deshalb fordern wir als AfD in unserem Antrag die Senkung der Stromsteuer auf das EU-Minimum;";[];[];False;False;Leif-Erik Holm;männlich;AfD;BT_19_236.xml;['Demand'];True
"['Das', 'Rentensystem', 'muss', 'sich', 'an', 'unsere', 'alternde', 'Gesellschaft', 'anpassen', ';']";"Das Rentensystem muss sich an unsere alternde Gesellschaft anpassen;";[];[];False;False;Hermann Otto Solms;männlich;FDP;BT_19_236.xml;['Demand'];True
"['Ich', 'kann', 'nur', 'hoffen', ',', 'dass', 'der', 'Bundestag', 'das', 'sofort', 'ändert', 'und', 'umsetzt', ';']";"Ich kann nur hoffen, dass der Bundestag das sofort ändert und umsetzt;";[];[];False;False;Ulla Jelpke;weiblich;DIE LINKE;BT_19_236.xml;['Demand'];True
['Diejenigen', 'Teile', 'der', 'Presse', ',', 'die', 'dann', '–', 'wie', 'einst', 'die', 'Veröffentlichung', 'berühmter', 'Tagebücher', '–', 'die', 'Veröffentlichung', 'von', 'Protokollen', 'feierte', ',', 'sollten', 'sich', 'an', 'dieser', 'Stelle', 'über', 'die', 'Seriosität', 'selber', 'Gedanken', 'machen', ',', 'liebe', 'Kolleginnen', 'und', 'Kollegen', '.'];Diejenigen Teile der Presse, die dann – wie einst die Veröffentlichung berühmter Tagebücher – die Veröffentlichung von Protokollen feierte, sollten sich an dieser Stelle über die Seriosität selber Gedanken machen, liebe Kolleginnen und Kollegen.;[];[];False;True;Ulrich Lange;männlich;CDU/CSU;BT_19_235.xml;['Demand'];True
['Die', 'Bestimmung', 'von', 'Forschungsbedarfen', 'sollte', 'vorgenommen', 'werden', '.'];Die Bestimmung von Forschungsbedarfen sollte vorgenommen werden.;[];[];False;False;Petra Sitte;weiblich;DIE LINKE;BT_19_237.xml;['Demand'];True
['Jeder', 'junge', 'Mensch', 'muss', 'das', 'Recht', 'haben', ',', 'eine', 'vollqualifizierte', 'Ausbildung', 'zu', 'machen', '.'];Jeder junge Mensch muss das Recht haben, eine vollqualifizierte Ausbildung zu machen.;[];[];False;True;Jutta Krellmann;weiblich;DIE LINKE;BT_19_235.xml;['Demand'];True
['Wir', 'brauchen', 'endlich', 'die', 'Verankerung', 'der', 'Gemeinschaftsaufgabe', '„', 'Bildung', '“', 'im', 'Grundgesetz', '.'];Wir brauchen endlich die Verankerung der Gemeinschaftsaufgabe „Bildung“ im Grundgesetz.;[];[];False;False;Gesine Lötzsch;weiblich;DIE LINKE;BT_19_239.xml;['Demand'];True
['Auch', 'aus', 'diesem', 'Grund', 'hoffe', 'ich', ',', 'meine', 'Damen', 'und', 'Herren', ',', 'dass', 'der', 'Deutsche', 'Bundestag', 'nie', 'wieder', 'wegen', 'eines', 'vergleichbaren', 'Vorgangs', 'einen', 'Untersuchungsausschuss', 'einsetzen', 'muss', '.'];Auch aus diesem Grund hoffe ich, meine Damen und Herren, dass der Deutsche Bundestag nie wieder wegen eines vergleichbaren Vorgangs einen Untersuchungsausschuss einsetzen muss.;[];[];False;False;Klaus-Dieter Gröhler;männlich;CDU/CSU;BT_19_236.xml;['Evaluation'];True
['Ich', 'freue', 'mich', ',', 'wenn', 'das', 'in', 'der', 'nächsten', 'Legislaturperiode', 'nicht', 'nur', 'bei', 'jeder', 'Rede', 'der', 'CDU/CSU', 'hier', 'am', 'Rednerpult', 'erwähnt', 'wird', ',', 'sondern', 'wenn', 'es', 'auch', 'mal', 'Eingang', 'in', 'die', 'Gesetzgebung', 'findet', '.'];Ich freue mich, wenn das in der nächsten Legislaturperiode nicht nur bei jeder Rede der CDU/CSU hier am Rednerpult erwähnt wird, sondern wenn es auch mal Eingang in die Gesetzgebung findet.;[];[];True;False;Katja Hessel;weiblich;FDP;BT_19_237.xml;['Expressive', 'Evaluation'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Christoph Ploß;männlich;CDU/CSU;BT_19_236.xml;['Expressive'];True
['In', 'diesem', 'Sinne', 'Ihnen', 'nochmals', 'herzlichen', 'Dank', '.'];In diesem Sinne Ihnen nochmals herzlichen Dank.;[];[];False;False;Udo Schiefner;männlich;SPD;BT_19_235.xml;['Expressive'];True
['Vielen', 'Dank', ',', 'Frau', 'Präsidentin', '.'];Vielen Dank, Frau Präsidentin.;[];[];False;False;Martin Sichert;männlich;AfD;BT_19_239.xml;['Expressive'];True
['Deshalb', 'auch', 'hier', 'noch', 'mal', 'von', 'mir', 'ein', 'ganz', 'persönliches', 'Dankeschön', '.'];Deshalb auch hier noch mal von mir ein ganz persönliches Dankeschön.;[];[];False;False;Roy Kühne;männlich;CDU/CSU;BT_19_237.xml;['Expressive'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Dietmar Bartsch;männlich;DIE LINKE;BT_19_239.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Ulle Schauws;weiblich;GRUENE;BT_19_236.xml;['Expressive'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Frauke Petry;weiblich;parteilos;BT_19_236.xml;['Expressive'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Florian Toncar;männlich;FDP;BT_19_237.xml;['Expressive'];True
['Ich', 'bedanke', 'mich', 'auch', 'bei', 'der', 'BKM', 'für', 'die', 'gute', 'Zusammenarbeit', '.'];Ich bedanke mich auch bei der BKM für die gute Zusammenarbeit.;[];[];False;False;Martin Rabanus;männlich;SPD;BT_19_237.xml;['Expressive'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Susanne Mittag;weiblich;SPD;BT_19_235.xml;['Expressive'];True
['Ihnen', 'allen', 'mein', ',', 'unser', 'großer', 'Dank', '!'];Ihnen allen mein, unser großer Dank!;[];[];False;True;Marja-Liisa Völlers;weiblich;SPD;BT_19_235.xml;['Expressive'];True
['Ich', 'danke', 'meiner', 'Landesgruppe', 'mit', 'Alexander', 'Dobrindt', ',', 'dem', 'ich', 'sehr', ',', 'sehr', 'verbunden', 'bin', '.'];Ich danke meiner Landesgruppe mit Alexander Dobrindt, dem ich sehr, sehr verbunden bin.;[];[];False;False;Hans Michelbach;männlich;CDU/CSU;BT_19_237.xml;['Expressive'];True
['Ich', 'danke', 'meinen', 'Kindern', 'für', 'alle', 'Unterstützung', 'und', 'Hilfe', '.'];Ich danke meinen Kindern für alle Unterstützung und Hilfe.;[];[];False;False;Elisabeth Motschmann;weiblich;CDU/CSU;BT_19_237.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Friedrich Straetmanns;männlich;DIE LINKE;BT_19_236.xml;['Expressive'];True
['Herzlichen', 'Dank', '.'];Herzlichen Dank.;[];[];False;False;Annalena Baerbock;weiblich;GRUENE;BT_19_236.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Christine Aschenberg-Dugnus;weiblich;FDP;BT_19_238.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Pascal Kober;männlich;FDP;BT_19_237.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Dirk Wiese;männlich;SPD;BT_19_238.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Christian Dürr;männlich;FDP;BT_19_238.xml;['Expressive'];True
['Vielen', 'Dank', '.'];Vielen Dank.;[];[];False;False;Joe Weingarten;männlich;SPD;BT_19_236.xml;['Expressive'];True
['Den', 'Abgeordneten', 'des', '20.', 'Deutschen', 'Bundestages', 'wünsche', 'ich', 'dabei', ',', 'für', 'den', 'Kampf', 'für', 'die', 'Freiheit', ',', 'weiterhin', 'alles', 'Gute', ',', 'viel', 'Kraft', 'und', 'Gottes', 'reichen', 'Segen', '.'];Den Abgeordneten des 20. Deutschen Bundestages wünsche ich dabei, für den Kampf für die Freiheit, weiterhin alles Gute, viel Kraft und Gottes reichen Segen.;[];[];False;False;Marian Wendt;männlich;CDU/CSU;BT_19_237.xml;['Expressive'];True
['Wir', 'nehmen', 'uns', 'das', 'im', 'Herbst', 'vor', '.'];Wir nehmen uns das im Herbst vor.;[];[];False;False;Benjamin Strasser;männlich;FDP;BT_19_237.xml;['Promise'];True
['Wir', 'wollen', 'Deutschland', 'zum', 'klimaneutralen', 'Industrieland', 'machen', '.'];Wir wollen Deutschland zum klimaneutralen Industrieland machen.;[];[];False;False;Stephan Stracke;männlich;CDU/CSU;BT_19_236.xml;['Promise'];True
['Wir', 'wollen', 'die', 'Krankenhauseinweisung', 'zum', 'entscheidenden', 'Kriterium', 'machen', '.'];Wir wollen die Krankenhauseinweisung zum entscheidenden Kriterium machen.;[];[];False;False;Alexander Dobrindt;männlich;CDU/CSU;BT_19_238.xml;['Promise'];True
"['Wir', 'wollen', 'es', 'gerecht', 'machen', ';']";"Wir wollen es gerecht machen;";[];[];False;False;Birke Bull-Bischoff;weiblich;DIE LINKE;BT_19_235.xml;['Promise'];True
['Wir', 'wollen', 'diesen', 'Mangel', 'in', 'der', 'Bundesrepublik', 'bekämpfen', '.'];Wir wollen diesen Mangel in der Bundesrepublik bekämpfen.;[];[];False;False;Lorenz Gösta Beutin;männlich;DIE LINKE;BT_19_236.xml;['Promise'];True
['Ist', 'der', 'Rechtsausschuss', 'zuständig', 'für', 'das', 'Infektionsschutzgesetz', '?'];Ist der Rechtsausschuss zuständig für das Infektionsschutzgesetz?;[];[];True;False;Fabian Jacobi;männlich;AfD;BT_19_236.xml;"['Question-All""]";True
['War', 'dieser', 'Anschlag', 'vielleicht', 'ein', 'Kollateralschaden', 'unserer', 'Nachrichtendienste', '?'];War dieser Anschlag vielleicht ein Kollateralschaden unserer Nachrichtendienste?;[];[];False;False;Stefan Keuter;männlich;AfD;BT_19_236.xml;['Question-All'];True
['Wo', 'war', 'denn', 'eigentlich', 'in', 'der', 'Sommerpause', 'der', 'Schulgipfel', '?'];Wo war denn eigentlich in der Sommerpause der Schulgipfel?;[];[];False;False;Jan Korte;männlich;DIE LINKE;BT_19_238.xml;['Question-All'];True
['Nur', 'eines', 'frage', 'ich', 'mich', 'bis', 'heute', ':', 'Warum', 'haben', 'Sie', 'all', 'das', 'nicht', 'umgesetzt', '?'];Nur eines frage ich mich bis heute: Warum haben Sie all das nicht umgesetzt?;[];[];False;True;Manuel Höferlin;männlich;FDP;BT_19_237.xml;['Question-All'];True
['Vor', 'diesem', 'Hintergrund', 'können', 'wir', 'dem', 'Antrag', 'natürlich', 'nicht', 'zustimmen', '.'];Vor diesem Hintergrund können wir dem Antrag natürlich nicht zustimmen.;[];[];False;False;Andreas Rimkus;männlich;SPD;BT_19_236.xml;['Rejection'];True
['Zweimal', 'haben', 'wir', 'deshalb', 'beantragt', ',', 'auch', 'Merkel', 'und', 'Gabriel', 'als', 'Zeugen', 'zu', 'hören', ',', 'um', 'die', 'Wahrheit', 'über', 'den', 'Koalitionsdeal', 'zu', 'erfahren', '.'];Zweimal haben wir deshalb beantragt, auch Merkel und Gabriel als Zeugen zu hören, um die Wahrheit über den Koalitionsdeal zu erfahren.;[];[];False;False;Wolfgang Wiehle;männlich;AfD;BT_19_235.xml;['Report'];True
['Wir', 'werden', 'die', 'G‑7-Präsidentschaft', 'haben', '.'];Wir werden die G‑7-Präsidentschaft haben.;[];[];True;False;Christian Lindner;männlich;FDP;BT_19_239.xml;['Report'];True
['Immobilienspekulanten', 'wollen', 'in', 'Flusslandschaften', 'bauen', '.'];Immobilienspekulanten wollen in Flusslandschaften bauen.;[];[];False;False;Gesine Lötzsch;weiblich;DIE LINKE;BT_19_238.xml;['Report'];True
['Amazon', 'beispielsweise', 'macht', '7,7', 'Prozent', 'seines', 'weltweiten', 'Umsatzes', 'zurzeit', 'in', 'Deutschland', '.'];Amazon beispielsweise macht 7,7 Prozent seines weltweiten Umsatzes zurzeit in Deutschland.;[];[];False;False;Lisa Paus;weiblich;GRUENE;BT_19_237.xml;['Report'];True
['Es', 'gibt', 'einige', 'Städte', '–', 'nehmen', 'wir', 'beispielsweise', 'Hof', 'oder', 'Heilbronn', '–', ',', 'die', 'in', 'mehreren', 'Jahren', 'hintereinander', 'zweistellige', 'Mietsteigerungen', 'haben', '.'];Es gibt einige Städte – nehmen wir beispielsweise Hof oder Heilbronn –, die in mehreren Jahren hintereinander zweistellige Mietsteigerungen haben.;[];[];False;False;Caren Lay;weiblich;DIE LINKE;BT_19_235.xml;['Report'];True
['Studien', 'sagen', ':', 'Ungefähr', '1,5', 'Millionen', 'Arbeitsplätze', 'werden', 'wegfallen', ',', 'aber', 'auch', '1,5', 'Millionen', 'Arbeitsplätze', 'werden', 'neu', 'entstehen', '.'];Studien sagen: Ungefähr 1,5 Millionen Arbeitsplätze werden wegfallen, aber auch 1,5 Millionen Arbeitsplätze werden neu entstehen.;[];[];False;False;Stephan Albani;männlich;CDU/CSU;BT_19_235.xml;['Report'];True
['Wir', 'sollten', 'das', 'Handeln', 'des', 'Verkehrsministeriums', 'in', 'Sachen', 'Pkw-Maut', 'überprüfen', '.'];Wir sollten das Handeln des Verkehrsministeriums in Sachen Pkw-Maut überprüfen.;[];[];False;False;Udo Schiefner;männlich;SPD;BT_19_235.xml;['Report'];True
['Meine', 'Mutter', 'engagiert', 'sich', 'in', 'diesem', 'Bereich', 'auch', 'in', 'der', 'Rente', 'noch', 'für', 'Obdachlose', '.'];Meine Mutter engagiert sich in diesem Bereich auch in der Rente noch für Obdachlose.;[];[];False;False;Marco Bülow;männlich;Die PARTEI;BT_19_236.xml;['Report'];True
['Im', 'Jahr', '2000', 'war', 'der', 'Befristungsanteil', '–', 'jetzt', 'wird', 'es', 'interessant', ',', 'wenn', 'wir', 'in', 'die', 'Länder', 'schauen', '–', 'in', 'Bremen', 'mit', '82', 'Prozent', 'am', 'höchsten', 'und', 'in', 'Sachsen-Anhalt', 'mit', '56', 'Prozent', 'am', 'niedrigsten', '.'];Im Jahr 2000 war der Befristungsanteil – jetzt wird es interessant, wenn wir in die Länder schauen – in Bremen mit 82 Prozent am höchsten und in Sachsen-Anhalt mit 56 Prozent am niedrigsten.;[];[];False;False;Götz Frömming;männlich;AfD;BT_19_236.xml;['Report'];True
['Wir', 'haben', 'das', 'vorhin', 'auch', 'schon', 'gehört', '.'];Wir haben das vorhin auch schon gehört.;[];[];False;False;Astrid Mannes;weiblich;CDU/CSU;BT_19_236.xml;['Report'];True
['Dies', 'ist', 'auch', 'ein', 'Ergebnis', 'der', 'im', 'Umweltausschuss', 'durchgeführten', 'Anhörung', '.'];Dies ist auch ein Ergebnis der im Umweltausschuss durchgeführten Anhörung.;[];[];False;False;Astrid Damerow;weiblich;CDU/CSU;BT_19_236.xml;['Report'];True
['Wir', 'haben', 'gerade', 'in', 'Thüringen', 'viele', 'Kommunen', 'mit', 'unter', '20', '000', 'Einwohnern', '.'];Wir haben gerade in Thüringen viele Kommunen mit unter 20 000 Einwohnern.;[];[];False;False;Stephan Brandner;männlich;AfD;BT_19_235.xml;['Report'];True
['Deshalb', 'sind', 'wir', 'aufgefordert', ',', 'da', 'entschieden', 'zu', 'handeln', '.'];Deshalb sind wir aufgefordert, da entschieden zu handeln.;[];[];False;True;Andreas Jung;männlich;CDU/CSU;BT_19_239.xml;['Request'];True
['Was', 'ist', 'daran', 'schuld', '?'];Was ist daran schuld?;[];[];False;False;Stefan Keuter;männlich;AfD;BT_19_236.xml;['Rhetorical Question'];True
['Die', 'dritte', 'Frage', ':', 'Wo', '?'];Die dritte Frage: Wo?;[];[];False;False;Christian Schmidt;männlich;CDU/CSU;BT_19_235.xml;['Rhetorical Question'];True
['wir', 'fechten', 'sie', 'aus', '.'];wir fechten sie aus.;[];[];False;False;Johann Saathoff;männlich;SPD;BT_19_236.xml;['Self-Representation'];True
['Wir', 'können', 'Ihnen', 'so', 'deutlich', 'machen', ',', 'wofür', 'wir', 'in', 'vielen', 'Hundert', 'Stunden', 'gearbeitet', 'haben', ':', 'dafür', ',', 'Antworten', 'zu', 'finden', 'auf', 'Ihre', 'berechtigten', 'Fragen', ',', 'für', 'das', 'Anliegen', ',', 'aufzuklären', ',', 'dafür', ',', 'dass', 'der', 'Staat', 'nicht', 'ruhen', 'darf', ',', 'bis', 'alle', 'offenen', 'Fragen', 'geklärt', 'sind', '.'];Wir können Ihnen so deutlich machen, wofür wir in vielen Hundert Stunden gearbeitet haben: dafür, Antworten zu finden auf Ihre berechtigten Fragen, für das Anliegen, aufzuklären, dafür, dass der Staat nicht ruhen darf, bis alle offenen Fragen geklärt sind.;[];[];False;False;Volker Ullrich;männlich;CDU/CSU;BT_19_236.xml;['Self-Representation'];True
['Sehr', 'geehrter', 'Herr', 'Präsident', '!'];Sehr geehrter Herr Präsident!;[];[];False;False;Lukas Köhler;männlich;FDP;BT_19_238.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Norbert Röttgen;männlich;CDU/CSU;BT_19_238.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Jörg Cezanne;männlich;DIE LINKE;BT_19_235.xml;vocative;True
['Sehr', 'geehrte', 'Frau', 'Präsidentin', '!'];Sehr geehrte Frau Präsidentin!;[];[];False;False;Alice Weidel;weiblich;AfD;BT_19_238.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Michael Frieser;männlich;CDU/CSU;BT_19_235.xml;vocative;True
['Sehr', 'geehrte', 'Kolleginnen', 'und', 'Kollegen', '!'];Sehr geehrte Kolleginnen und Kollegen!;[];[];False;False;Friedrich Straetmanns;männlich;DIE LINKE;BT_19_236.xml;vocative;True
['–', 'Herr', 'Präsident', '!'];– Herr Präsident!;[];[];False;False;Bijan Djir-Sarai;männlich;FDP;BT_19_235.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Michael Brand;männlich;CDU/CSU;BT_19_237.xml;vocative;True
['Sehr', 'geehrte', 'Frau', 'Präsidentin', '!'];Sehr geehrte Frau Präsidentin!;[];[];False;False;Sebastian Brehm;männlich;CDU/CSU;BT_19_237.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Elisabeth Motschmann;weiblich;CDU/CSU;BT_19_237.xml;vocative;True
['Sehr', 'geehrter', 'Herr', 'Präsident', '!'];Sehr geehrter Herr Präsident!;[];[];False;False;Ulli Nissen;weiblich;SPD;BT_19_235.xml;vocative;True
['Sehr', 'geehrte', 'Frau', 'Präsidentin', '!'];Sehr geehrte Frau Präsidentin!;[];[];False;False;Andreas Wagner;männlich;DIE LINKE;BT_19_236.xml;vocative;True
['Auf', 'Wiedersehen', '.'];Auf Wiedersehen.;[];[];False;True;Ulla Jelpke;weiblich;DIE LINKE;BT_19_236.xml;vocative;True
['–', 'Vielen', 'Dank', ',', 'Frau', 'Präsidentin', '.'];– Vielen Dank, Frau Präsidentin.;[];[];False;False;Marcel Klinge;männlich;FDP;BT_19_236.xml;vocative;True
['Frau', 'Präsidentin', '!'];Frau Präsidentin!;[];[];False;False;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;vocative;True
['Herzliches', 'Dankeschön', ',', 'Frau', 'Präsidentin', '.'];Herzliches Dankeschön, Frau Präsidentin.;[];[];False;False;Stephan Stracke;männlich;CDU/CSU;BT_19_236.xml;vocative;True
['Sehr', 'geehrter', 'Herr', 'Präsident', '!'];Sehr geehrter Herr Präsident!;[];[];False;False;Rolf Mützenich;männlich;SPD;BT_19_238.xml;vocative;True
['Sehr', 'geehrter', 'Herr', 'Präsident', '!'];Sehr geehrter Herr Präsident!;[];[];False;False;Gabriela Heinrich;weiblich;SPD;BT_19_238.xml;vocative;True
"['Da', 'dürfen', 'Sie', 'nicht', 'so', 'tun', ',', 'als', 'ob', 'die', 'Feststellung', 'der', 'epidemischen', 'Lage', 'sofort', 'ein', 'Grundrechtseingriff', 'wäre', ';']";"Da dürfen Sie nicht so tun, als ob die Feststellung der epidemischen Lage sofort ein Grundrechtseingriff wäre;";[];[];False;False;Thorsten Frei;männlich;CDU/CSU;BT_19_238.xml;['Accusation'];True
