utterance_token_list;Sentences;predicted_labels;confidences;next_verbal_interjection;next_nonverbal_interjection;Speaker;Gender;Party;Filename;true_label;utterance
['Kein', 'einziges', 'Instrument', 'steht', 'in', 'diesem', 'Wahlprogramm', '!'];Kein einziges Instrument steht in diesem Wahlprogramm!;['Evaluation'];[0.9145626425743103];False;False;Katja Mast;weiblich;SPD;BT_19_239.xml;['Accusation'];True
['Hier', 'ist', 'Hochwasservorsorge', 'sträflich', 'vernachlässigt', 'worden', '.'];Hier ist Hochwasservorsorge sträflich vernachlässigt worden.;['Evaluation'];[0.9522759318351746];False;False;Oliver Krischer;männlich;GRUENE;BT_19_238.xml;['Accusation'];True
['Das', 'widerspricht', 'allem', ',', 'was', 'die', 'Bundesregierung', 'den', 'Wählern', 'versprochen', 'hat', ',', 'wie', 'sie', 'das', 'händeln', 'will', '.'];Das widerspricht allem, was die Bundesregierung den Wählern versprochen hat, wie sie das händeln will.;['Evaluation'];[0.9162588119506836];False;False;Bernd Baumann;männlich;AfD;BT_19_239.xml;['Accusation'];True
['Denn', 'Sie', 'haben', 'den', 'zweiten', 'Sommer', 'in', 'der', 'Pandemie', 'vollständig', 'verpennt', '.'];Denn Sie haben den zweiten Sommer in der Pandemie vollständig verpennt.;['Evaluation'];[0.9322113394737244];False;False;Jan Korte;männlich;DIE LINKE;BT_19_238.xml;['Accusation'];True
['Sie', 'erzählen', 'Märchen', ',', 'um', 'das', 'Versagen', 'der', 'Bundesregierung', 'zu', 'vertuschen', '.'];Sie erzählen Märchen, um das Versagen der Bundesregierung zu vertuschen.;['Evaluation'];[0.9171105027198792];False;False;Jürgen Braun;männlich;AfD;BT_19_237.xml;['Accusation'];True
['Ich', 'empfehle', 'allen', 'künftigen', 'Mitgliedern', 'dieses', 'Hohen', 'Hauses', ',', 'dass', 'sie', 'sich', 'an', 'den', 'Ratschlag', 'des', 'Sachverständigenrates', 'zur', 'Begutachtung', 'der', 'gesamtwirtschaftlichen', 'Entwicklung', 'halten', ',', 'der', 'klipp', 'und', 'klar', 'sagt', ':', 'Eine', 'zu', 'hohe', 'Staatsverschuldung', 'wirkt', 'immer', 'als', 'Wachstumsbremse', 'und', 'belastet', 'vor', 'allem', 'nachfolgende', 'Generationen', '.'];Ich empfehle allen künftigen Mitgliedern dieses Hohen Hauses, dass sie sich an den Ratschlag des Sachverständigenrates zur Begutachtung der gesamtwirtschaftlichen Entwicklung halten, der klipp und klar sagt: Eine zu hohe Staatsverschuldung wirkt immer als Wachstumsbremse und belastet vor allem nachfolgende Generationen.;['Evaluation'];[0.8638667464256287];False;False;Norbert Barthle;männlich;CDU/CSU;BT_19_237.xml;['Bad-outcome'];True
['Der', 'demografische', 'Wandel', 'droht', 'unsere', 'Sozialkassen', 'zu', 'überfordern', '.'];Der demografische Wandel droht unsere Sozialkassen zu überfordern.;['Evaluation'];[0.9363253116607666];False;False;Christian Lindner;männlich;FDP;BT_19_239.xml;['Bad-outcome'];True
['Es', 'findet', 'also', 'ein', 'stetiger', 'Abfluss', 'von', 'natürlicher', 'Intelligenz', 'statt', '–', 'unserem', 'wichtigsten', 'Rohstoff', '.'];Es findet also ein stetiger Abfluss von natürlicher Intelligenz statt – unserem wichtigsten Rohstoff.;['Evaluation'];[0.9541077613830566];False;False;Marc Jongen;männlich;AfD;BT_19_237.xml;['Bad-outcome'];True
['es', 'muss', 'mehr', 'werden', '.'];es muss mehr werden.;['Evaluation'];[0.8762944340705872];False;True;Bernhard Daldrup;männlich;SPD;BT_19_235.xml;['Demand'];True
['Deshalb', 'ist', 'es', 'nicht', 'Pflichtübung', 'und', 'nicht', 'Abarbeitung', 'von', 'Maßnahmen', ',', 'sondern', 'unsere', 'verdammte', 'Pflicht', 'und', 'Schuldigkeit', 'und', 'unsere', 'tiefste', 'Verantwortung', ',', 'dass', 'wir', 'eine', 'Beauftragte', '/', 'einen', 'Beauftragten', 'für', 'Antiziganismus', 'und', 'einen', 'Beraterkreis', 'bekommen', ',', 'einen', 'nationalen', 'Aktionsplan', 'gegen', 'Antiziganismus', ',', 'eine', 'Bund-Länder-Kommission', 'und', 'vor', 'allem', 'auch', 'eine', 'Wahrheitskommission', ',', 'die', 'sich', 'mit', 'dem', 'Unrecht', '–', 'ja', ',', 'dem', 'Unrecht', '–', 'in', 'den', 'Zeiten', 'der', 'Bundesrepublik', 'befasst', 'und', 'damit', 'auch', 'mit', 'unserem', 'Scheitern', '.'];Deshalb ist es nicht Pflichtübung und nicht Abarbeitung von Maßnahmen, sondern unsere verdammte Pflicht und Schuldigkeit und unsere tiefste Verantwortung, dass wir eine Beauftragte/einen Beauftragten für Antiziganismus und einen Beraterkreis bekommen, einen nationalen Aktionsplan gegen Antiziganismus, eine Bund-Länder-Kommission und vor allem auch eine Wahrheitskommission, die sich mit dem Unrecht – ja, dem Unrecht – in den Zeiten der Bundesrepublik befasst und damit auch mit unserem Scheitern.;['Evaluation'];[0.9697631001472473];False;False;Helge Lindh;männlich;SPD;BT_19_236.xml;['Demand'];True
['–', 'Ja', ',', 'lesen', 'Sie', 'doch', 'Ihr', 'eigenes', 'Programm', '.'];– Ja, lesen Sie doch Ihr eigenes Programm.;['Evaluation'];[0.874213457107544];False;False;Reinhard Houben;männlich;FDP;BT_19_236.xml;['Demand'];True
['Das', 'bedarf', 'unbedingt', 'einer', 'weiteren', 'Veränderung', 'und', 'Verbesserung', '.'];Das bedarf unbedingt einer weiteren Veränderung und Verbesserung.;['Evaluation'];[0.9202793836593628];False;False;Lothar Maier;männlich;AfD;BT_19_236.xml;['Demand'];True
['Ohne', 'unsere', 'Handwerksbetriebe', 'mit', 'ihrer', 'Expertise', ',', 'ohne', 'die', 'Facharbeiterbasis', 'sind', 'die', 'ambitionierten', 'Ziele', 'beim', 'Klimaschutz', 'nur', 'Makulatur', '.'];Ohne unsere Handwerksbetriebe mit ihrer Expertise, ohne die Facharbeiterbasis sind die ambitionierten Ziele beim Klimaschutz nur Makulatur.;['Evaluation'];[0.9719531536102295];False;False;Andreas Lenz;männlich;CDU/CSU;BT_19_236.xml;['Evaluation'];True
"['Ich', 'finde', 'es', 'auch', 'gut', ',', 'dass', 'es', 'ihn', 'nicht', 'gibt', ';']";"Ich finde es auch gut, dass es ihn nicht gibt;";['Evaluation'];[0.9756952524185181];False;False;Jürgen Hardt;männlich;CDU/CSU;BT_19_238.xml;['Evaluation'];True
"['CO2', 'ist', 'nicht', '–', 'ich', 'wiederhole', 'seine', 'Worte', '–', 'der', 'Hauptkontrollknopf', 'des', 'Klimas', ';']";"CO2 ist nicht – ich wiederhole seine Worte – der Hauptkontrollknopf des Klimas;";['Evaluation'];[0.9125890731811523];False;False;Karsten Hilse;männlich;AfD;BT_19_236.xml;['Evaluation'];True
['Deutschland', 'soll', 'als', 'Verschlüsselungsstandort', 'brillieren', ',', 'gleichzeitig', 'erhalten', 'Sicherheitsbehörden', 'immer', 'mehr', 'Zugriffsrechte', '.'];Deutschland soll als Verschlüsselungsstandort brillieren, gleichzeitig erhalten Sicherheitsbehörden immer mehr Zugriffsrechte.;['Evaluation'];[0.9201720952987671];False;False;Tabea Rößner;weiblich;GRUENE;BT_19_237.xml;['Evaluation'];True
['Das', 'ist', 'eine', 'der', 'Stärken', 'unseres', 'freiheitlich-parlamentarischen', 'Systems', ',', 'die', 'wir', 'jederzeit', 'verteidigen', 'müssen', 'und', 'auf', 'die', 'wir', 'stolz', 'sein', 'können', '.'];Das ist eine der Stärken unseres freiheitlich-parlamentarischen Systems, die wir jederzeit verteidigen müssen und auf die wir stolz sein können.;['Evaluation'];[0.8620926737785339];False;False;Klaus-Dieter Gröhler;männlich;CDU/CSU;BT_19_236.xml;['Evaluation'];True
['Das', 'ist', 'wichtig', '.'];Das ist wichtig.;['Evaluation'];[0.9631069898605347];False;False;Oliver Krischer;männlich;GRUENE;BT_19_239.xml;['Evaluation'];True
['Aber', 'sie', 'ist', 'kein', 'Zufallstreffer', 'oder', 'ein', 'Lotteriegewinn', ',', 'sondern', 'sie', 'ist', 'das', 'Ergebnis', 'jahrelanger', 'Forschungsförderung', ',', 'jahrelanger', 'Forschungspolitik', ',', 'die', 'begünstigt', 'hat', ',', 'dass', 'in', 'Deutschland', 'Impfstoff', 'entwickelt', 'werden', 'konnte', '.'];Aber sie ist kein Zufallstreffer oder ein Lotteriegewinn, sondern sie ist das Ergebnis jahrelanger Forschungsförderung, jahrelanger Forschungspolitik, die begünstigt hat, dass in Deutschland Impfstoff entwickelt werden konnte.;['Evaluation'];[0.9883745908737183];False;False;Oliver Kaczmarek;männlich;SPD;BT_19_237.xml;['Evaluation'];True
['Als', 'ich', 'die', 'Überschrift', 'dieses', 'Antrages', '„', 'Den', 'Wohlstand', 'von', 'morgen', 'sichern', '“', 'las', ',', 'war', 'ich', 'positiv', 'überrascht', '.'];Als ich die Überschrift dieses Antrages „Den Wohlstand von morgen sichern“ las, war ich positiv überrascht.;['Evaluation'];[0.9699582457542419];False;False;Carsten Linnemann;männlich;CDU/CSU;BT_19_236.xml;['Evaluation'];True
['–', 'Das', 'ist', 'doch', 'extrem', 'peinlich', '.'];– Das ist doch extrem peinlich.;['Evaluation'];[0.8884567022323608];False;False;Petra Sitte;weiblich;DIE LINKE;BT_19_237.xml;['Evaluation'];True
['Die', 'Ortskräfte', 'haben', 'einen', 'sehr', 'wertvollen', 'Beitrag', 'zur', 'Aufgabenerfüllung', 'geleistet', '.'];Die Ortskräfte haben einen sehr wertvollen Beitrag zur Aufgabenerfüllung geleistet.;['Evaluation'];[0.9304984211921692];False;False;Peter Heidt;männlich;FDP;BT_19_235.xml;['Evaluation'];True
['Darauf', 'wird', 'es', 'in', 'den', 'nächsten', 'Monaten', 'ankommen', '.'];Darauf wird es in den nächsten Monaten ankommen.;['Evaluation'];[0.9389536380767822];False;False;Wiebke Esdar;weiblich;SPD;BT_19_237.xml;['Evaluation'];True
['Aber', 'politisch', 'gesehen', ',', 'insgesamt', ',', 'ist', 'die', 'Bilanz', 'in', 'der', 'Tat', 'durchwachsen', '.'];Aber politisch gesehen, insgesamt, ist die Bilanz in der Tat durchwachsen.;['Evaluation'];[0.9784053564071655];False;False;Alexander Graf Lambsdorff;männlich;FDP;BT_19_235.xml;['Evaluation'];True
['Die', 'Schaffung', 'eines', 'Deutschen', 'Beruflichen', 'Austauschdienstes', '–', 'leider', 'kein', 'absoluter', 'Konsens', 'in', 'der', 'Runde', '–', 'ist', 'eine', 'der', 'wichtigsten', 'Empfehlungen', 'in', 'diesem', 'Enquete-Bericht', '.'];Die Schaffung eines Deutschen Beruflichen Austauschdienstes – leider kein absoluter Konsens in der Runde – ist eine der wichtigsten Empfehlungen in diesem Enquete-Bericht.;['Evaluation'];[0.9493026733398438];False;False;Jens Brandenburg;männlich;FDP;BT_19_235.xml;['Evaluation'];True
['Die', 'Abschaffung', 'der', 'Wohngemeinnützigkeit', 'unter', 'Schwarz-Gelb', 'war', 'ein', 'Fehler', '.'];Die Abschaffung der Wohngemeinnützigkeit unter Schwarz-Gelb war ein Fehler.;['Evaluation'];[0.9722306132316589];False;False;Ulli Nissen;weiblich;SPD;BT_19_235.xml;['Evaluation'];True
['Es', 'ist', 'ein', 'Riesenfehler', ',', 'das', 'zu', 'machen', '.'];Es ist ein Riesenfehler, das zu machen.;['Evaluation'];[0.9481862783432007];False;False;Christian Kühn;männlich;GRUENE;BT_19_235.xml;['Evaluation'];True
['und', ':', '„', 'Die', 'Behauptung', ',', 'der', 'Klimawandel', 'ist', 'schuld', ',', 'ist', '…', 'nicht', 'haltbar', '.', '“'];und: „Die Behauptung, der Klimawandel ist schuld, ist … nicht haltbar.“;['Evaluation'];[0.7977054715156555];False;False;Peter Boehringer;männlich;AfD;BT_19_238.xml;['Evaluation'];True
['Sie', 'haben', 'einen', 'richtig', 'schönen', 'roten', 'Lappen', '.'];Sie haben einen richtig schönen roten Lappen.;['Evaluation'];[0.9637314677238464];False;False;Karsten Hilse;männlich;AfD;BT_19_236.xml;['Evaluation'];True
['200', '000', 'und', 'mehr', 'Jugendliche', ',', 'die', 'jedes', 'Jahr', 'ins', 'Übergangsystem', 'gehen', '–', 'das', 'ist', 'zu', 'viel', '.'];200 000 und mehr Jugendliche, die jedes Jahr ins Übergangsystem gehen – das ist zu viel.;['Evaluation'];[0.9510090351104736];False;False;Yasmin Fahimi;weiblich;SPD;BT_19_235.xml;['Evaluation'];True
['sie', 'versucht', ',', 'vielleicht', 'nur', 'den', 'Bruchteil', 'eines', 'Momentes', 'zu', 'schaffen', ',', 'damit', 'die', 'Menschen', 'vor', 'Ort', 'zumindest', 'eine', 'Chance', 'haben', '.'];sie versucht, vielleicht nur den Bruchteil eines Momentes zu schaffen, damit die Menschen vor Ort zumindest eine Chance haben.;['Evaluation'];[0.9721026420593262];False;False;Rolf Mützenich;männlich;SPD;BT_19_238.xml;['Evaluation'];True
['Das', 'hat', 'auch', 'die', 'Coronapandemie', 'schmerzlich', 'gezeigt', '.'];Das hat auch die Coronapandemie schmerzlich gezeigt.;['Evaluation'];[0.9606832265853882];False;False;Elvan Korkmaz;weiblich;SPD;BT_19_237.xml;['Evaluation'];True
['Aber', 'sie', 'bestand', 'weitestgehend', 'aus', 'Unrecht', 'und', 'Stigmatisierung', '.'];Aber sie bestand weitestgehend aus Unrecht und Stigmatisierung.;['Evaluation'];[0.9789019227027893];False;False;Helge Lindh;männlich;SPD;BT_19_236.xml;['Evaluation'];True
['Wir', 'nennen', 'das', 'Impfpflicht', 'und', 'die', 'Parlamentarische', 'Versammlung', 'des', 'Europarates', 'wahrscheinlich', 'auch', '.'];Wir nennen das Impfpflicht und die Parlamentarische Versammlung des Europarates wahrscheinlich auch.;['Evaluation'];[0.8559263348579407];False;False;Stephan Brandner;männlich;AfD;BT_19_238.xml;['Evaluation'];True
['Genau', 'das', 'ist', 'es', ',', 'was', 'die', 'Leute', 'nach', 'dem', 'Skandal', 'noch', 'mal', 'verärgert', 'und', 'sie', 'auch', 'daran', 'zweifeln', 'lässt', ',', 'dass', 'hier', 'in', 'diesem', 'Staat', 'alles', 'mit', 'rechten', 'Dingen', 'zugeht', '.'];Genau das ist es, was die Leute nach dem Skandal noch mal verärgert und sie auch daran zweifeln lässt, dass hier in diesem Staat alles mit rechten Dingen zugeht.;['Evaluation'];[0.9773185849189758];False;True;Florian Toncar;männlich;FDP;BT_19_237.xml;['Evaluation'];True
['das', 'ist', 'aber', 'ein', 'Problem', ',', 'das', 'man', 'auch', 'durch', 'ein', 'Bundesgesetz', 'nicht', 'regeln', 'könnte', '.'];das ist aber ein Problem, das man auch durch ein Bundesgesetz nicht regeln könnte.;['Evaluation'];[0.9504521489143372];False;False;Götz Frömming;männlich;AfD;BT_19_236.xml;['Evaluation'];True
['„', 'Mietpreisbremse', '“', ',', '„', 'Mietendeckel', '“', ',', 'das', 'sind', 'nur', 'populistische', 'Schlagworte', ',', 'die', 'nicht', 'halten', ',', 'was', 'sie', 'versprechen', '.'];„Mietpreisbremse“, „Mietendeckel“, das sind nur populistische Schlagworte, die nicht halten, was sie versprechen.;['Evaluation'];[0.9754673838615417];False;False;Jens Maier;männlich;AfD;BT_19_236.xml;['Evaluation'];True
['Es', 'kann', 'gleich', 'angefangen', 'werden', '.'];Es kann gleich angefangen werden.;['Evaluation'];[0.7544835805892944];False;False;Andreas Jung;männlich;CDU/CSU;BT_19_239.xml;['Evaluation'];True
['Aus', 'meiner', 'Sicht', 'macht', 'es', 'Sinn', ',', 'heute', 'ein', 'bisschen', 'Bilanz', 'zu', 'ziehen', '.'];Aus meiner Sicht macht es Sinn, heute ein bisschen Bilanz zu ziehen.;['Evaluation'];[0.9816412925720215];False;False;Johann Saathoff;männlich;SPD;BT_19_236.xml;['Evaluation'];True
['Nachdem', '2019', 'hierzulande', 'über', '1', 'Million', 'Menschen', 'mit', '„', 'Fridays', 'for', 'Future', '“', 'auf', 'die', 'Straße', 'gegangen', 'sind', ',', 'gab', 'es', 'wieder', 'eine', 'Chance', ',', 'endlich', 'eine', 'sozialökologische', 'Transformation', 'einzuleiten', '.'];Nachdem 2019 hierzulande über 1 Million Menschen mit „Fridays for Future“ auf die Straße gegangen sind, gab es wieder eine Chance, endlich eine sozialökologische Transformation einzuleiten.;['Evaluation'];[0.9813641905784607];False;False;Sabine Leidig;weiblich;DIE LINKE;BT_19_236.xml;['Evaluation'];True
['hier', 'braucht', 'es', 'keine', 'Feindbilder', '.'];hier braucht es keine Feindbilder.;['Evaluation'];[0.9742849469184875];False;False;Gesine Lötzsch;weiblich;DIE LINKE;BT_19_238.xml;['Evaluation'];True
['Denn', 'dann', 'sind', 'wir', 'drei', 'Stunden', 'zu', 'früh', 'und', 'nicht', 'eine', 'Minute', 'zu', 'spät', '.'];Denn dann sind wir drei Stunden zu früh und nicht eine Minute zu spät.;['Evaluation'];[0.9700110554695129];False;False;Otto Fricke;männlich;FDP;BT_19_238.xml;['Evaluation'];True
['Ich', 'möchte', 'mich', 'bei', 'den', 'Kolleginnen', 'und', 'Kollegen', 'aller', 'Fraktionen', 'für', 'die', 'sachliche', 'Zusammenarbeit', 'bedanken', '.'];Ich möchte mich bei den Kolleginnen und Kollegen aller Fraktionen für die sachliche Zusammenarbeit bedanken.;['Evaluation'];[0.635444164276123];False;False;Klaus-Peter Schulze;männlich;CDU/CSU;BT_19_236.xml;['Expressive'];True
['Liebe', 'Zuschauer', 'an', 'den', 'Bildschirmen', '!'];Liebe Zuschauer an den Bildschirmen!;['Evaluation'];[0.7075799703598022];False;False;Armin-Paulus Hampel;männlich;AfD;BT_19_238.xml;['Expressive'];True
"['Und', 'ich', 'bedanke', 'mich', 'natürlich', 'auch', 'bei', 'den', 'Mitarbeiterinnen', 'und', 'Mitarbeitern', 'in', 'meinem', 'Büro', ';']";"Und ich bedanke mich natürlich auch bei den Mitarbeiterinnen und Mitarbeitern in meinem Büro;";['Evaluation'];[0.5080621242523193];False;False;Kai Wegner;männlich;CDU/CSU;BT_19_235.xml;['Expressive'];True
['Beeindruckt', 'haben', 'mich', '–', 'das', 'wurde', 'ja', 'vorhin', 'vielfach', 'wiederholt', ',', 'aber', 'ich', 'sage', 'es', 'an', 'der', 'Stelle', 'auch', 'noch', 'mal', '–', 'die', 'vielen', 'Helfer', 'aus', 'nah', 'und', 'fern', '.'];Beeindruckt haben mich – das wurde ja vorhin vielfach wiederholt, aber ich sage es an der Stelle auch noch mal – die vielen Helfer aus nah und fern.;['Evaluation'];[0.5260922908782959];False;False;Detlef Seif;männlich;CDU/CSU;BT_19_238.xml;['Expressive'];True
['Wird', 'das', 'vielleicht', 'auch', 'hier', 'als', 'Modell', 'in', 'Betracht', 'gezogen', ',', 'um', 'faire', 'Verfahren', 'zu', 'garantieren', 'und', 'nicht', 'nach', 'dem', 'Windhundprinzip', '„', 'Wer', 'es', 'übers', 'Mittelmeer', 'schafft', '“', 'vorzugehen', '?'];Wird das vielleicht auch hier als Modell in Betracht gezogen, um faire Verfahren zu garantieren und nicht nach dem Windhundprinzip „Wer es übers Mittelmeer schafft“ vorzugehen?;['Evaluation'];[0.848726212978363];False;False;Tobias Matthias Peterka;männlich;AfD;BT_19_235.xml;['Question-All'];True
['Das', 'ist', 'heute', 'auch', 'meine', 'letzte', 'Rede', ',', 'Sie', 'werden', 'mich', 'aber', 'nicht', 'los', '.'];Das ist heute auch meine letzte Rede, Sie werden mich aber nicht los.;['Evaluation'];[0.791907548904419];False;True;Jutta Krellmann;weiblich;DIE LINKE;BT_19_235.xml;['Macro'];True
['Wer', 'hat', 'uns', 'verraten', '?'];Wer hat uns verraten?;['Evaluation'];[0.7051901817321777];False;False;Jens Maier;männlich;AfD;BT_19_236.xml;['Question-All'];True
